"display";"code";"request_result";"examination_result";"scale";"unit_measure";"method";"specimen"
Casts [Type] in Urine sediment by Light microscopy;"58436-7";Permintaan & Hasil;Nominal;Nom;;Microscopy.light;Urine
Other elements [Identifier] in Urine sediment by Light microscopy;"58442-5";Hasil;Qualitative;Nom;;Microscopy.light;Urine
Other elements [Identifier] in Urine sediment by Light microscopy;"58442-5";Hasil;Nominal;Nom;;Microscopy.light;Urine
Other elements [Identifier] in Urine sediment by Light microscopy;"58442-5";Hasil;Nominal;Nom;;Microscopy.light;Urine
Erythrocytes.dysmorphic [Presence] in Urine sediment by Light microscopy;"58444-1";Hasil;Ordinal;Ord;;Microscopy.light;Urine
Erythrocyte clumps [#/area] in Urine sediment by Microscopy high power field;"58449-0";Hasil;Quantitative;Qn;/[HPF];Microscopy.light.HPF;Urine
Cells [#/volume] in Body fluid;"58469-8";Permintaan & Hasil;Quantitative;Qn;"10*3/uL";;Cairan perikardial
Cells [#/volume] in Body fluid;"58469-8";Permintaan & Hasil;Quantitative;Qn;"10*3/uL";;Cairan peritoneal dialisis
Cells [#/volume] in Body fluid;"58469-8";Permintaan & Hasil;Quantitative;Qn;"10*3/uL";;Cairan tubuh
Cells [#/volume] in Body fluid;"58469-8";Permintaan & Hasil;Quantitative;Qn;"10*3/uL";;Cairan empedu
Cells [#/volume] in Body fluid;"58469-8";Permintaan & Hasil;Quantitative;Qn;"10*3/uL";;Cairan otak
BRAF gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal;"58483-9";Permintaan & Hasil;Nominal;Nom;;Molgen;Jaringan
Histone Ab [Presence] in Serum by Immunoassay;"58765-9";Permintaan & Hasil;Ordinal;Ord;;IA;Serum
Erythrocytes [#/area] in Semen by Microscopy high power field;"58767-5";Hasil;Quantitative;Qn;/[HPF];Microscopy.light.HPF;Sperma
Rotavirus Ag [Presence] in Stool by Immunoassay;"5880-0";Permintaan & Hasil;Ordinal;Ord;;IA;Feses
Virus identified in Blood by Culture;"5883-4";Permintaan & Hasil;Nominal;Nom;;Culture;Darah
Virus identified in Cerebral spinal fluid by Culture;"5884-2";Permintaan & Hasil;Nominal;Nom;;Culture;Cairan otak
Virus identified in Skin by Culture;"5885-9";Permintaan & Hasil;Nominal;Nom;;Culture;Kulit
Virus identified in Stool by Culture;"5886-7";Permintaan & Hasil;Nominal;Nom;;Culture;Feses
Virus identified in Throat by Culture;"5887-5";Permintaan & Hasil;Nominal;Nom;;Culture;Kerongkongan
Virus identified in Tissue by Culture;"5888-3";Permintaan & Hasil;Nominal;Nom;;Culture;Jaringan
Urea [Mass/volume] in Peritoneal dialysis fluid;"58885-5";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Cairan peritoneal dialisis
Mycobacterium tuberculosis DNA [Presence] in Body fluid by NAA with probe detection;"58931-7";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Cairan asites
Mycobacterium tuberculosis DNA [Presence] in Body fluid by NAA with probe detection;"58931-7";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Cairan perikardial
Mycobacterium tuberculosis DNA [Presence] in Body fluid by NAA with probe detection;"58931-7";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Cairan tubuh
Mycobacterium tuberculosis DNA [Presence] in Body fluid by NAA with probe detection;"58931-7";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Cairan tubuh
Prothrombin time (PT) in Control Platelet poor plasma by Coagulation assay;"5901-4";Hasil;Quantitative;Qn;s;Coag;Serum/Plasma
Prothrombin time (PT);"5902-2";Permintaan & Hasil;Quantitative;Qn;s;Coag;Serum/Plasma
Prothrombin time (PT);"5902-2";Permintaan & Hasil;Quantitative;Qn;s;Coag;Serum/Plasma
Monocytes/100 leukocytes in Blood by Automated count;"5905-5";Hasil;Quantitative;Qn;%;Automated count;Darah
Hemoglobin H inclusion bodies [Presence] in Blood;"59185-9";Hasil;Ordinal;Ord;;;Darah
Hemoglobin A1c/Hemoglobin.total in Blood by IFCC protocol;"59261-8";Permintaan & Hasil;Quantitative;Qn;%;IFCC;Darah
HIV 1 RNA [#/volume] (viral load) in Plasma by Probe with signal amplification;"59419-2";Permintaan & Hasil;Quantitative;Qn;{copies}/mL;Probe.amp.sig;Plasma
HIV 1 RNA [#/volume] (viral load) in Plasma by Probe with signal amplification;"59419-2";Permintaan & Hasil;Quantitative;Qn;{copies}/mL;Probe.amp.sig;Serum
Thrombin time in Control Platelet poor plasma by Coagulation assay;"5955-0";Hasil;Quantitative;Qn;s;Coag;Serum/Plasma
Thrombin time in Control Platelet poor plasma by Coagulation assay;"5955-0";Hasil;Quantitative;Qn;s;Coag;Serum/Plasma
Bacteria identified in Abscess by Aerobe culture;"595-9";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Pus
Prothrombin time (PT) in Blood by Coagulation assay;"5964-2";Permintaan & Hasil;Quantitative;Qn;s;Coag;Darah
Prothrombin time (PT) in Blood by Coagulation assay;"5964-2";Permintaan & Hasil;Quantitative;Qn;s;Coag;Plasma
Cotinine [Presence] in Urine by Screen method;"59646-0";Permintaan & Hasil;Ordinal;Ord;;Screen;Urine
Bacteria identified in Aspirate by Aerobe culture;"597-5";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Aspirat
Titanium [Mass/volume] in Blood;"59753-4";Permintaan & Hasil;Quantitative;Qn;ug/L;;Darah
Bacteria identified in Aspirate by Anaerobe culture;"598-3";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Aspirat
Bacteria identified in Blood product unit by Aerobe culture;"599-1";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Produk darah
Platelet aggregation ADP induced in Platelet rich plasma;"5992-3";Hasil;Quantitative;Qn;%;;Serum/Plasma
Platelet aggregation ADP induced in Platelet rich plasma;"5992-3";Hasil;Quantitative;Qn;%;;Serum/Plasma
Platelet aggregation arachidonate induced in Platelet rich plasma;"5993-1";Hasil;Quantitative;Qn;;;Serum/Plasma
Platelet aggregation collagen induced in Platelet rich plasma;"5995-6";Hasil;Quantitative;Qn;;;Serum/Plasma
Platelet aggregation EPINEPHrine induced in Platelet rich plasma;"5996-4";Hasil;Quantitative;Qn;;;Serum/Plasma
Platelet aggregation ristocetin induced in Platelet rich plasma;"5998-0";Hasil;Quantitative;Qn;;;Serum/Plasma
Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid by Pyruvate to lactate reaction;"60017-1";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Cairan tubuh
Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid by Pyruvate to lactate reaction;"60017-1";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Cairan tubuh
Lactate dehydrogenase [Enzymatic activity/volume] in Pericardial fluid by Pyruvate to lactate reaction;"60018-9";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Cairan perikardial
Lactate dehydrogenase [Enzymatic activity/volume] in Pericardial fluid by Pyruvate to lactate reaction;"60018-9";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Cairan perikardial
Lactate dehydrogenase [Enzymatic activity/volume] in Pericardial fluid by Lactate to pyruvate reaction;"60019-7";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: lactate to pyruvate;Cairan perikardial
Lactate dehydrogenase [Enzymatic activity/volume] in Peritoneal fluid by Pyruvate to lactate reaction;"60020-5";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Cairan peritoneal
Lactate dehydrogenase [Enzymatic activity/volume] in Peritoneal fluid by Pyruvate to lactate reaction;"60020-5";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Cairan peritoneal
Lactate dehydrogenase [Enzymatic activity/volume] in Pleural fluid by Pyruvate to lactate reaction;"60021-3";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Cairan pleura
Lactate dehydrogenase [Enzymatic activity/volume] in Pleural fluid by Pyruvate to lactate reaction;"60021-3";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Cairan pleura
Lactate dehydrogenase [Enzymatic activity/volume] in Pleural fluid by Lactate to pyruvate reaction;"60022-1";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: lactate to pyruvate;Cairan pleura
Lactate dehydrogenase [Enzymatic activity/volume] in Cerebral spinal fluid by Pyruvate to lactate reaction;"60023-9";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Cairan otak
Lactate dehydrogenase [Enzymatic activity/volume] in Cerebral spinal fluid by Lactate to pyruvate reaction;"60024-7";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: lactate to pyruvate;Cairan otak
Leukocyte esterase [Presence] in Urine by Automated test strip;"60026-2";Permintaan & Hasil;Ordinal;Ord;;Test strip.automated;Urine
PIK3CA gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal;"60033-8";Permintaan & Hasil;Nominal;Nom;;Molgen;
Bacteria identified in Blood by Culture;"600-7";Permintaan & Hasil;Nominal;Nom;;Culture;Darah
Fungus identified in Blood by Culture;"601-5";Permintaan & Hasil;Nominal;Nom;;Culture;Darah
Bacteria identified in Bone by Aerobe culture;"602-3";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Tulang
Influenza virus C RNA [Presence] in Isolate by NAA with probe detection;"60267-2";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
IL28B gene associated variant rs12979860 [Presence] in Blood or Tissue by Molecular genetics method;"60279-7";Permintaan & Hasil;Ordinal;Ord;;Molgen;Darah
Beef IgE Ab [Units/volume] in Serum;"6039-2";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Carbenicillin [Susceptibility] by Minimum inhibitory concentration (MIC);"60-4";Hasil;OrdQn;OrdQn;;MIC;Isolat
Reticulocytes [#/volume] in Blood by Automated count;"60474-4";Permintaan & Hasil;Quantitative;Qn;"10*3/uL";Automated count;Darah
Bacteria identified in Bronchial specimen by Aerobe culture;"604-9";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Bronkus
Helicobacter pylori IgG Ab [Presence] in Serum by Immunoblot;"60524-6";Hasil;Ordinal;Ord;;IB;Serum
Bacteria identified in Cerebral spinal fluid by Culture;"606-4";Permintaan & Hasil;Nominal;Nom;;Culture;Cairan otak
Chicken feather IgE Ab [Units/volume] in Serum;"6070-7";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Chicken meat IgE Ab [Units/volume] in Serum;"6071-5";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Bacteria identified in Drain by Aerobe culture;"607-2";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Drain
Chocolate IgE Ab [Units/volume] in Serum;"6073-1";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Clam IgE Ab [Units/volume] in Serum;"6076-4";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Cockroach IgE Ab [Units/volume] in Serum;"6078-0";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Bacteria identified in Ear by Aerobe culture;"608-0";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Telinga
Crab IgE Ab [Units/volume] in Serum;"6092-1";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Bacteria identified in Eye by Aerobe culture;"609-8";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Mata
Dog epithelium IgE Ab [Units/volume] in Serum;"6099-6";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Bacteria identified in Body fluid by Aerobe culture;"610-6";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Cairan tubuh
Egg white IgE Ab [Units/volume] in Serum;"6106-9";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Egg yolk IgE Ab [Units/volume] in Serum;"6107-7";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Cotinine [Presence] in Serum or Plasma;"61128-5";Permintaan & Hasil;Ordinal ;Ord;;;Serum/Plasma 
Bacteria identified in Body fluid by Culture;"611-4";Permintaan & Hasil;Nominal;Nom;;Culture;Cairan tubuh
Bacteria identified in Body fluid by Culture;"611-4";Permintaan & Hasil;Nominal;Nom;;Culture;Cairan tubuh
Albumin [Mass/volume] in Serum or Plasma by Bromocresol green (BCG) dye binding method;"61151-7";Permintaan & Hasil;Quantitative;Qn;g/dL;BCG;Serum
Carbenicillin [Susceptibility] by Disk diffusion (KB);"61-2";Hasil;OrdQn;OrdQn;;Agar diffusion;Isolat
Echovirus+Coxsackievirus RNA [Presence] in Specimen by NAA with probe detection;"61364-6";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 16 DNA [Presence] in Specimen by NAA with probe detection;"61372-9";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Urine
Human papilloma virus 16 DNA [Presence] in Specimen by NAA with probe detection;"61372-9";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 18 DNA [Presence] in Specimen by NAA with probe detection;"61373-7";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 18 DNA [Presence] in Specimen by NAA with probe detection;"61373-7";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Urine
Human papilloma virus 26 DNA [Presence] in Specimen by NAA with probe detection;"61374-5";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 31 DNA [Presence] in Specimen by NAA with probe detection;"61375-2";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 33 DNA [Presence] in Specimen by NAA with probe detection;"61376-0";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 35 DNA [Presence] in Specimen by NAA with probe detection;"61377-8";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 39 DNA [Presence] in Specimen by NAA with probe detection;"61378-6";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 44 DNA [Presence] in Specimen by NAA with probe detection;"61379-4";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 45 DNA [Presence] in Specimen by NAA with probe detection;"61380-2";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 51 DNA [Presence] in Specimen by NAA with probe detection;"61381-0";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 52 DNA [Presence] in Specimen by NAA with probe detection;"61382-8";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 53 DNA [Presence] in Specimen by NAA with probe detection;"61383-6";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 58 DNA [Presence] in Specimen by NAA with probe detection;"61384-4";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 59 DNA [Presence] in Specimen by NAA with probe detection;"61385-1";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 66 DNA [Presence] in Specimen by NAA with probe detection;"61386-9";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 67 DNA [Presence] in Specimen by NAA with probe detection;"61387-7";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 68 DNA [Presence] in Specimen by NAA with probe detection;"61388-5";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 69 DNA [Presence] in Specimen by NAA with probe detection;"61389-3";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 70 DNA [Presence] in Specimen by NAA with probe detection;"61390-1";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 73 DNA [Presence] in Specimen by NAA with probe detection;"61391-9";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 82 DNA [Presence] in Specimen by NAA with probe detection;"61392-7";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 6 DNA [Presence] in Specimen by NAA with probe detection;"61393-5";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 11 DNA [Presence] in Specimen by NAA with probe detection;"61394-3";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 42 DNA [Presence] in Specimen by NAA with probe detection;"61395-0";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Human papilloma virus 56 DNA [Presence] in Specimen by NAA with probe detection;"61396-8";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
House dust IgE Ab [Units/volume] in Serum;"6145-7";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Bacteria identified in Placenta by Aerobe culture;"617-1";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Plasenta
Mouse epithelium IgE Ab [Units/volume] in Serum;"6179-6";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Mucor racemosus IgE Ab [Units/volume] in Serum;"6182-0";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Bacteria identified in Pleural fluid by Culture;"618-9";Permintaan & Hasil;Nominal;Nom;;Culture;Cairan pleura
Bacteria identified in Peritoneal fluid by Culture;"619-7";Permintaan & Hasil;Nominal;Nom;;Culture;Cairan peritoneal
Bacteria identified in Skin by Aerobe culture;"620-5";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Kulit
Peanut IgE Ab [Units/volume] in Serum;"6206-7";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Penicillin V IgE Ab [Units/volume] in Serum;"6210-9";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Bacteria identified in Synovial fluid by Culture;"621-3";Permintaan & Hasil;Nominal;Nom;;Culture;Cairan sinovial
Bacteria identified in Sputum by Aerobe culture;"622-1";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Sputum
Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI);"62238-1";Permintaan & Hasil;Quantitative;Qn;mL/min/{1.73_m2};Creatinine-based formula (CKD-EPI);Serum
"25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 [Mass/volume] in Serum or Plasma";"62292-8";Permintaan & Hasil;Quantitative;Qn;ng/mL;;Serum
Hemoglobin A1c/Hemoglobin.total in Blood by JDS/JSCC protocol;"62388-4";Permintaan & Hasil;Quantitative;Qn;%;JDS/JSCC;Darah
Shrimp IgE Ab [Units/volume] in Serum;"6246-3";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
HIV 1 RNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection;"62469-2";Permintaan & Hasil;Quantitative;Qn;[IU]/mL;Probe.amp.tar;Darah
Soybean IgE Ab [Units/volume] in Serum;"6248-9";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Bacteria identified in Stool by Culture;"625-4";Permintaan & Hasil;Nominal;Nom;;Culture;Feses
Bacteria identified in Throat by Culture;"626-2";Permintaan & Hasil;Nominal;Nom;;Culture;Swab tenggorok
Bacteria identified in Tissue by Aerobe culture;"627-0";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Jaringan
Wheat IgE Ab [Units/volume] in Serum;"6276-0";Permintaan & Hasil;Quantitative;Qn;k[IU]/L;;Serum
Bacteria identified in Tissue by Anaerobe culture;"628-8";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Jaringan
Potassium [Moles/volume] in Blood;"6298-4";Permintaan & Hasil;Quantitative;Qn;mmol/L;;Darah
dRVVT (LA screen);"6303-2";Permintaan & Hasil;Quantitative;Qn;s;Coag;Plasma
Bacteria identified in Urine by Culture;"630-4";Permintaan & Hasil;Nominal;Nom;;Culture;Urine
Bacteria identified in Wound by Aerobe culture;"632-0";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Luka
Mitochondria M2 Ab [Presence] in Serum by Immunoassay;"63283-6";Permintaan & Hasil;Ordinal;Ord;;IA;Serum
Nucleosome Ab [Presence] in Serum by Immunoassay;"63300-8";Permintaan & Hasil;Ordinal;Ord;;IA;Serum
Bacteria identified in Wound by Anaerobe culture;"633-8";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Luka
"t(9;22)(q34.1;q11)(ABL1,BCR) b2a2+b3a2+e1a2 fusion transcript [Presence] in Blood or Tissue by Molecular genetics method";"63422-0";Permintaan & Hasil;Ordinal;Ord;;Molgen;Darah
Bacteria identified in Specimen by Aerobe culture;"634-6";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Urine
Bacteria identified in Specimen by Aerobe culture;"634-6";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Lain-lain
Bacteria identified in Specimen by Aerobe culture;"634-6";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Feses
Bacteria identified in Specimen by Aerobe culture;"634-6";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Swab
Bacteria identified in Specimen by Anaerobe culture;"635-3";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Pus
Bacteria identified in Specimen by Anaerobe culture;"635-3";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Urine
Bacteria identified in Specimen by Anaerobe culture;"635-3";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Swab
Bacteria identified in Specimen by Anaerobe culture;"635-3";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Lain-lain
Albumin in serum - albumin in peritoneal fluid [Mass concentration difference];"63549-0";Permintaan & Hasil;Quantitative;Qn;g/dL;;Cairan peritoneal
Hepatitis B virus surface Ag [Units/volume] in Serum or Plasma by Immunoassay;"63557-3";Permintaan & Hasil;Quantitative;Qn;[IU]/L;IA;Serum
Hepatitis B virus surface Ag [Units/volume] in Serum or Plasma by Immunoassay;"63557-3";Permintaan & Hasil;Quantitative;Qn;[IU]/L;IA;Serum
Hepatitis B virus surface Ag [Units/volume] in Serum or Plasma by Immunoassay;"63557-3";Permintaan & Hasil;Quantitative;Qn;[IU]/L;IA;Serum
Time received in laboratory of Specimen;"63572-2";Hasil;Quantitative;Qn;;;Sperma
Clostridioides difficile toxin A+B [Units/volume] in Stool by Immunoassay;"6363-6";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Feses
