No,Permintaan/Hasil,Tipe hasil pemeriksaan,LOINC Code,Nama Pemeriksaan,Answer List ,Code,Code System ,Keterangan 
1383,Hasil,Quantitative,41024-1,Glukosa darah 2 jam post 50 g glukosa po (TTGO),,,,
1384,Hasil,Quantitative,1549-5,Glukosa darah puasa pre 100 g glukosa po (TTGO),,,,
1385,Permintaan & Hasil,Quantitative,1501-6,Glukosa darah 1 jam post 100 g glukosa po (TTGO),,,,
1386,Permintaan & Hasil,Quantitative,1514-9,Glukosa darah 2 jam post 100 g glukosa po (TTGO),,,,
1387,Hasil,Quantitative,1530-5,Glukosa darah 3 jam post 100 g glukosa po (TTGO),,,,
1388,Hasil,Quantitative,16166-1,Glukosa darah jam 11:00,,,,
1389,Hasil,Quantitative,16169-5,Glukosa darah jam 16:00,,,,
1390,Permintaan & Hasil,Quantitative,1521-4,Glukosa darah 2 jam PP pagi,,,,
1391,Permintaan & Hasil,Quantitative,25667-7,Glukosa urine 2 jam PP pagi,,,,
1392,Permintaan & Hasil,Quantitative,1521-4,Glukosa darah 2 jam PP siang,,,,
1393,Permintaan & Hasil,Quantitative,25667-7,Glukosa urine 2 jam PP siang,,,,
1394,Permintaan & Hasil,Quantitative,1521-4,Glukosa darah 2 jam PP sore,,,,
1395,Permintaan & Hasil,Quantitative,25667-7,Glukosa urine 2 jam PP sore,,,,
1396,Permintaan & Hasil,Quantitative,4548-4,Hemoglobin A1c (HbA1c),,,,
1397,Permintaan & Hasil,Quantitative,4548-4,Hemoglobin A1c (HbA1c),,,,
1398,Permintaan & Hasil,Quantitative,4548-4,Hemoglobin A1c (HbA1c),,,,
1399,Permintaan & Hasil,Quantitative,17856-6,Hemoglobin A1c (HbA1c),,,,
1400,Permintaan & Hasil,Quantitative,4549-2,Hemoglobin A1c (HbA1c),,,,
1401,Permintaan & Hasil,Quantitative,62388-4,Hemoglobin A1c (HbA1c),,,,
1402,Permintaan & Hasil,Quantitative,59261-8,Hemoglobin A1c (HbA1c),,,,
1403,Hasil,Quantitative,27353-2,Estimated Average Glucose (eAG),,,,
1404,Permintaan & Hasil,Quantitative,20448-7,Insulin,,,,
1405,Permintaan & Hasil,Quantitative,20448-7,Insulin,,,,
1406,Permintaan & Hasil,Quantitative,20448-7,Insulin,,,,
1407,Permintaan & Hasil,Quantitative,92845-7,Resistensi insulin,,,,
1408,Permintaan & Hasil,Quantitative,95114-5,Insulin 2 jam PP,,,,
1409,Permintaan & Hasil,Quantitative,95114-5,Insulin 2 jam PP,,,,
1410,Permintaan & Hasil,Quantitative,95114-5,Insulin 2 jam PP,,,,
1411,Permintaan & Hasil,Quantitative,27873-9,Insulin puasa,,,,
1412,Permintaan & Hasil,Quantitative,27873-9,Insulin puasa,,,,
1413,Permintaan & Hasil,Quantitative,32693-4,Asam laktat,,,,
1414,Permintaan & Hasil,Quantitative,14805-6,Laktat Dehidrogenase (LDH),,,,
1415,Permintaan & Hasil,Quantitative,14805-6,Laktat Dehidrogenase (LDH),,,,
1416,Permintaan & Hasil,Quantitative,14804-9,Laktat Dehidrogenase (LDH),,,,
1417,Hasil,Quantitative,X099202,Laktat Dehidrogenase (LDH) baseline,,,,
1418,Permintaan & Hasil,Quantitative,3040-3,Lipase,,,,
1419,Permintaan & Hasil,Quantitative,3040-3,Lipase,,,,
1420,Permintaan & Hasil,Quantitative,3040-3,Lipase,,,,
1421,Permintaan & Hasil,Quantitative,10888-6,Lipase urine,,,,
1422,Permintaan & Hasil,Quantitative,25543-0,Lipase urine 24 jam,,,,
1423,Permintaan & Hasil,Quantitative,2639-3,Myoglobin,,,,
1424,Permintaan & Hasil,Quantitative,33762-6,NT-proBNP,,,,
1425,Permintaan & Hasil,Quantitative,83107-3,NT-proBNP,,,,
1426,Permintaan & Hasil,Quantitative,83107-3,NT-proBNP,,,,
1427,Permintaan & Hasil,Quantitative,30934-4,proBNP,,,,
1428,Permintaan & Hasil,Quantitative,3092-4,Ureum urine,,,,
1429,Permintaan & Hasil,Quantitative,2660-9,Nitrogen urine 24 Jam,,,,
1430,Permintaan & Hasil,Quantitative,2692-2,Osmolalitas serum,,,,
1431,Permintaan & Hasil,Quantitative,2695-5,Osmolalitas urine,,,,
1432,Permintaan & Hasil,Quantitative,2736-7,Pepsinogen I,,,,
1433,Permintaan & Hasil,Quantitative,2738-3,Pepsinogen II,,,,
1434,Permintaan & Hasil,Quantitative,14338-8,Prealbumin,,,,
1435,Permintaan & Hasil,Quantitative,2885-2,Protein total,,,,
1436,Permintaan & Hasil,Quantitative,2885-2,Protein total,,,,
1437,Permintaan & Hasil,Quantitative,3034-6,Transferin,,,,
1438,Permintaan & Hasil,Quantitative,3034-6,Transferin,,,,
1439,Permintaan & Hasil,Quantitative,2502-3,Saturasi besi,,,,
1440,Permintaan & Hasil,Quantitative,2276-4,Ferritin,,,,
1441,Permintaan & Hasil,Quantitative,20567-4,Ferritin,,,,
1442,Permintaan & Hasil,Quantitative,20567-4,Ferritin,,,,
1443,Permintaan & Hasil,Quantitative,20567-4,Ferritin,,,,
1444,Permintaan & Hasil,Quantitative,2498-4,Serum besi,,,,
1445,Permintaan & Hasil,Quantitative,2498-4,Serum besi,,,,
1446,Permintaan & Hasil,Quantitative,2501-5,UIBC,,,,
1447,Permintaan & Hasil,Quantitative,2501-5,UIBC,,,,
1448,Permintaan & Hasil,Quantitative,2500-7,TIBC,,,,
1449,Permintaan & Hasil,Quantitative,2500-7,TIBC,,,,
1450,Permintaan & Hasil,Quantitative,67151-1,Troponin T,,,,
1451,Permintaan & Hasil,Quantitative,67151-1,Troponin T,,,,
1452,Permintaan & Hasil,Quantitative,67151-1,Troponin T,,,,
1453,Permintaan & Hasil,Quantitative,67151-1,Troponin T,,,,
1454,Permintaan & Hasil,Quantitative,42757-5,Troponin I,,,,
1455,Permintaan & Hasil,Quantitative,42757-5,Troponin I,,,,
1456,Permintaan & Hasil,Quantitative,42757-5,Troponin I,,,,
1457,Permintaan & Hasil,Quantitative,42757-5,Troponin I,,,,
1458,Permintaan,Quantitative,89577-1,hs-Troponin I,,,,
1459,Hasil,Quantitative,89579-7,hs-Troponin I,,,,
1460,Hasil,Quantitative,89579-7,hs-Troponin I,,,,
1461,Hasil,Quantitative,89579-7,hs-Troponin I,,,,
1462,Permintaan & Hasil,Quantitative,3084-1,Asam urat,,,,
1463,Permintaan & Hasil,Ordinal,1977-8,Bilirubin urine,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1464,Hasil,Ordinal,5770-3,Bilirubin urine,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1465,Permintaan,,58431-8,Mikroalbumin urine 24 jam,,,,
1466,Permintaan & Hasil,Quantitative,14956-7,Mikroalbumin urine 24 jam,,,,
1467,Hasil,Ordinal,20454-5,Protein urine,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1468,Permintaan & Hasil,Quantitative,X099203,Kunkel,,,,
1469,Permintaan & Hasil,Quantitative,98129-0,Thymol Turbidity Test (TTT),,,,
1470,Permintaan & Hasil,Quantitative,98129-0,Thymol Turbidity Test (TTT),,,,
1471,Permintaan & Hasil,Quantitative,2282-2,Asam folat,,,,
1472,Permintaan & Hasil,Quantitative,2282-2,Asam folat,,,,
1473,Permintaan & Hasil,Quantitative,14628-2,Asam empedu (Bile Acid),,,,
1474,Permintaan & Hasil,Quantitative,2367-1,Glutamat dehidrogenase (GLDH),,,,
1475,Permintaan & Hasil,Quantitative,12805-8,Fosfatase alkali isoenzim (Isoenzyme ALP),,,,
1476,Permintaan & Hasil,Quantitative,1825-9,Alfa 1 Antitripsin,,,,
1477,Permintaan & Hasil,Quantitative,1714-5,Fosfatase asam prostat (PAP),,,,
1478,Permintaan & Hasil,Quantitative,1714-5,Fosfatase asam prostat (PAP),,,,
1479,Permintaan & Hasil,Quantitative,1986-9,C peptide,,,,
1480,Permintaan & Hasil,Quantitative,1986-9,C peptide,,,,
1481,Permintaan & Hasil,Quantitative,1986-9,C Peptide,,,,
1482,Permintaan,Quantitative,X099204,C peptide 2 jam PP,,,,
1483,Hasil,Quantitative,95084-0,C peptide 2 jam PP,,,,
1484,Permintaan & Hasil,Quantitative,1758-2,Glycated Albumin,,,,
1485,Hasil,Quantitative,13873-5,Glycated Albumin,,,,
1486,Permintaan & Hasil,Quantitative,33805-3,Fruktosamin,,,,
1487,Permintaan & Hasil,Quantitative,15069-8,Fruktosamin,,,,
1488,Permintaan & Hasil,Quantitative,47214-2,Homa 1-1R (Homa),,,,
1489,Permintaan & Hasil,Quantitative,47214-2,Homa 1-1%B (Homa),,,,
1490,Permintaan & Hasil,Quantitative,47214-2,HOMA 2 - IR,,,,
1491,Permintaan & Hasil,Quantitative,47214-2,HOMA 2 - % β,,,,
1492,Permintaan & Hasil,Quantitative,47214-2,HOMA 2 - % S,,,,
1493,Permintaan & Hasil,Quantitative,47828-9,Adiponektin total,,,,
1494,Permintaan & Hasil,Quantitative,13965-9,Homosistein,,,,
1495,Permintaan & Hasil,Quantitative,13965-9,Homosistein,,,,
1496,Permintaan & Hasil,Quantitative,13965-9,Homosistein,,,,
1497,Permintaan & Hasil,Quantitative,1677-4,Alfa hidroksibutirat dehidrogenase (Alfa HBDH),,,,
1498,Permintaan & Hasil,Quantitative,90239-5,ST 2,,,,
1499,Permintaan & Hasil,Quantitative,9404-5,Adenosin Deaminase (ADA) cairan tubuh,,,,
1500,Permintaan & Hasil,Quantitative,9404-5,Adenosin Deaminase (ADA) cairan tubuh,,,,
1501,Permintaan & Hasil,Quantitative,47826-3,Adenosin Deaminase (ADA),,,,
1502,Permintaan & Hasil,Quantitative,47826-3,Adenosin Deaminase (ADA),,,,
1503,Permintaan & Hasil,Quantitative,62292-8,Vitamin D 25 OH total,,,,
1504,Permintaan & Hasil,Quantitative,83070-3,Vitamin D 25 OH total,,,,
1505,Permintaan & Hasil,Quantitative,83070-3,Vitamin D 25 OH total,,,,
1506,Permintaan & Hasil,Quantitative,83070-3,Vitamin D 25 OH total,,,,
1507,Permintaan & Hasil,Quantitative,18244-4,Vitamin B3,,,,
1508,Permintaan & Hasil,Quantitative,16695-9,Vitamin B12,,,,
1509,Permintaan & Hasil,Quantitative,16695-9,Vitamin B12,,,,
1510,Permintaan & Hasil,Quantitative,1903-4,Vitamin C,,,,
1511,Permintaan & Hasil,Quantitative,33037-3,Anion Gap,,,,
1512,Permintaan & Hasil,Quantitative,X099205,Beta Crosslap (CTx),,,,
1513,Permintaan & Hasil,Quantitative,41171-0,C-Telo Peptide (CTx),,,,
1514,Permintaan & Hasil,Quantitative,2697-1,N-MID Osteocalcin,,,,
1515,Permintaan & Hasil,Quantitative,2697-1,N-MID Osteocalcin,,,,
1516,Permintaan & Hasil,Quantitative,47255-5,P1NP Total,,,,
1517,Permintaan & Hasil,Quantitative,77370-5,P1NP Total,,,,
1518,Permintaan & Hasil,Quantitative,5643-2,Alkohol,,,,
1519,Permintaan & Hasil,Quantitative,45333-2,Superoxide Dismutase (SOD),,,,
1520,Permintaan & Hasil,Quantitative,74756-8,Soluble FMS-Like Tyrosine Kinase-1 (sFlt-1),,,,
1521,Permintaan & Hasil,Quantitative,74756-8,Soluble FMS-Like Tyrosine Kinase-1 (sFlt-1),,,,
1522,Permintaan & Hasil,Quantitative,74755-0,Placental Growth Factor (PlGF),,,,
1523,Permintaan & Hasil,Quantitative,74755-0,Placental Growth Factor (PlGF),,,,
1524,Hasil,Quantitative,74757-6,Rasio sFlt-1/PIGF,,,,
1525,Permintaan & Hasil,Quantitative,75628-8,VEGF-A,,,,
1526,Permintaan & Hasil,Quantitative,3051-0,T3 bebas,,,,
1527,Permintaan & Hasil,Quantitative,83127-1,T3 bebas,,,,
1528,Permintaan & Hasil,Quantitative,83127-1,T3 bebas,,,,
1529,Permintaan & Hasil,Quantitative,83127-1,T3 bebas,,,,
1530,Permintaan & Hasil,Quantitative,3024-7,T4 bebas,,,,
1531,Permintaan & Hasil,Quantitative,83122-2,T4 bebas,,,,
1532,Permintaan & Hasil,Quantitative,83122-2,T4 bebas,,,,
1533,Permintaan & Hasil,Quantitative,83122-2,T4 bebas,,,,
1534,Permintaan & Hasil,Quantitative,83122-2,T4 bebas,,,,
1535,Permintaan & Hasil,Quantitative,32215-6,Indeks tiroksin bebas,,,,
1536,Permintaan & Hasil,Quantitative,3053-6,T3 total,,,,
1537,Permintaan & Hasil,Quantitative,83124-8,T3 total,,,,
1538,Permintaan & Hasil,Quantitative,83124-8,T3 total,,,,
1539,Permintaan & Hasil,Quantitative,83124-8,T3 total,,,,
1540,Permintaan & Hasil,Quantitative,83124-8,T3 total,,,,
1541,Permintaan & Hasil,Quantitative,3026-2,T4 total,,,,
1542,Permintaan & Hasil,Quantitative,83119-8,T4 total,,,,
1543,Permintaan & Hasil,Quantitative,83119-8,T4 total,,,,
1544,Permintaan & Hasil,Quantitative,83119-8,T4 total,,,,
1545,Permintaan & Hasil,Quantitative,83119-8,T4 total,,,,
1546,Permintaan & Hasil,Quantitative,11579-0,Thyroid Stimulating Hormone sensitive (TSHs),,,,
1547,Permintaan & Hasil,Quantitative,11580-8,Thyroid Stimulating Hormone sensitive (TSHs),,,,
1548,Permintaan & Hasil,Quantitative,3016-3,Thyroid Stimulating Hormone (TSH),,,,
1549,Permintaan & Hasil,Quantitative,3016-3,Thyroid Stimulating Hormone (TSH),,,,
1550,Permintaan & Hasil,Quantitative,74795-6,T-uptake,,,,
1551,Permintaan & Hasil,Quantitative,3050-2,T3-uptake,,,,
1552,Permintaan & Hasil,Quantitative,3013-0,Thyroglobulin,,,,
1553,Permintaan & Hasil,Quantitative,3013-0,Thyroglobulin,,,,
1554,Permintaan & Hasil,Quantitative,3013-0,Thyroglobulin,,,,
1555,Permintaan & Hasil,Quantitative,77307-7,Pb darah,,,,
1556,Permintaan & Hasil,Quantitative,10912-4,Pb darah,,,,
1557,Permintaan & Hasil,Quantitative,8245-3,Zinc (Zn) darah,,,,
1558,Permintaan & Hasil,Quantitative,5763-8,Zinc (Zn) serum/plasma,,,,
1559,Permintaan & Hasil,Quantitative,5763-8,Zinc (Zn) serum/plasma,,,,
1560,Permintaan & Hasil,Quantitative,5763-8,Zinc (Zn) serum/plasma,,,,
1561,Permintaan & Hasil,Quantitative,5685-3,Mercury (Hg) darah,,,,
1562,Permintaan & Hasil,Quantitative,5687-9,Mercury (Hg) serum/plasma,,,,
1563,Permintaan & Hasil,Quantitative,5583-0,Arsen (As) darah,,,,
1564,Permintaan & Hasil,Quantitative,5585-5,Arsen (As) serum/plasma,,,,
1565,Permintaan & Hasil,Quantitative,12556-7,Cuprum (Cu) darah,,,,
1566,Permintaan & Hasil,Quantitative,5631-7,Cuprum (Cu) serum/plasma,,,,
1567,Permintaan & Hasil,Quantitative,5609-3,Cadmium darah,,,,
1568,Permintaan & Hasil,Quantitative,21129-2,Cadmium serum/plasma,,,,
1569,Permintaan & Hasil,Quantitative,5634-1,Sianida darah,,,,
1570,Permintaan & Hasil,Quantitative,5635-8,Sianida serum/plasma,,,,
1571,Permintaan & Hasil,Quantitative,2494-3,Iodin serum/plasma,,,,
1572,Permintaan & Hasil,Quantitative,5681-2,Mangan (Mn) darah,,,,
1573,Permintaan & Hasil,Quantitative,5683-8,Mangan (Mn) serum/plasma,,,,
1574,Permintaan & Hasil,Quantitative,2498-4,Besi (Fe) serum/plasma,,,,
1575,Permintaan & Hasil,Quantitative,2498-4,Besi (Fe) serum/plasma,,,,
1576,Permintaan & Hasil,Quantitative,5619-2,Kromium (Cr) darah,,,,
1577,Permintaan & Hasil,Quantitative,5619-2,Kromium (Cr) darah,,,,
1578,Permintaan & Hasil,Quantitative,5619-2,Kromium (Cr) darah,,,,
1579,Permintaan & Hasil,Quantitative,5622-6,Kromium (Cr) serum/plasma,,,,
1580,Permintaan & Hasil,Quantitative,5622-6,Kromium (Cr) serum/plasma,,,,
1581,Permintaan & Hasil,Quantitative,5622-6,Kromium (Cr) serum/plasma,,,,
1582,Permintaan & Hasil,Quantitative,5722-4,Selenium (Se) darah,,,,
1583,Permintaan & Hasil,Quantitative,5724-0,Selenium (Se) serum/plasma,,,,
1584,Permintaan & Hasil,Quantitative,5625-9,Kobalt (Co) darah,,,,
1585,Permintaan & Hasil,Quantitative,5625-9,Kobalt (Co) darah,,,,
1586,Permintaan & Hasil,Quantitative,5627-5,Kobalt (Co) serum/plasma,,,,
1587,Permintaan & Hasil,Quantitative,5627-5,Kobalt (Co) serum/plasma,,,,
1588,Permintaan & Hasil,Quantitative,5753-9,Vanadium (V) darah,,,,
1589,Permintaan & Hasil,Quantitative,5753-9,Vanadium (V) darah,,,,
1590,Permintaan & Hasil,Quantitative,5756-2,Vanadium (V) serum/plasma,,,,
1591,Permintaan & Hasil,Quantitative,5756-2,Vanadium (V) serum/plasma,,,,
1592,Permintaan & Hasil,Quantitative,5696-0,Molybdenum (Mo) darah,,,,
1593,Permintaan & Hasil,Quantitative,5698-6,Molybdenum (Mo) serum/plasma,,,,
1594,Permintaan & Hasil,Quantitative,X099206,Status antioksidan total,,,,
1595,Permintaan & Hasil,Quantitative,5700-0,Nickel (Ni) darah,,,,
1596,Permintaan & Hasil,Quantitative,5702-6,Nickel (Ni) serum/plasma,,,,
1597,Permintaan & Hasil,Quantitative,59753-4,Titanium (Ti) darah,,,,
1598,Permintaan & Hasil,Quantitative,8244-6,Titanium (Ti) darah,,,,
1599,Permintaan & Hasil,Quantitative,5673-9,Pb rambut,,,,
1600,Permintaan & Hasil,Quantitative,5610-1,Cadmium rambut,,,,
1601,Permintaan & Hasil,Quantitative,5573-1,Aluminium rambut,,,,
1602,Permintaan & Hasil,Quantitative,13652-3,Zinc (Zn) rambut,,,,
1603,Permintaan & Hasil,Ordinal,50343-3,Alkohol air liur (skrining),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1604,Permintaan & Hasil,Ordinal,74673-5,Alkohol air liur (konfirmasi),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
1605,Permintaan & Hasil,Quantitative,1839-0,Ammonia (NH3),,,,
1606,Permintaan & Hasil,Quantitative,5676-2,Pb urine,,,,
1607,Permintaan & Hasil,Quantitative,5586-3,Arsen (As) urine,,,,
1608,Permintaan & Hasil,Quantitative,9465-6,Benzena,,,,
1609,Permintaan & Hasil,Quantitative,5750-5,Toluena,,,,
1610,Permintaan & Hasil,Quantitative,13832-1,Xylena,,,,
1611,Permintaan & Hasil,Quantitative,5611-9,Cadmium urine,,,,
1612,Permintaan & Hasil,Quantitative,2495-0,Iodin urine,,,,
1613,Permintaan & Hasil,Nominal,13440-3,Imunofiksasi urine,No monoclonal protein detected,LA29537-0,http://loinc.org,
,,,,,Monoclonal IgA lambda,LA29536-2,http://loinc.org,
,,,,,Monoclonal IgG kappa,LA29538-8,http://loinc.org,
,,,,,Monoclonal IgM kappa,LA29539-6,http://loinc.org,
,,,,,Kappa light chain ,64893005,http://snomed.info/sct,
,,,,,Free kappa light chain ,259811008,http://snomed.info/sct,
,,,,,Monoclonal free kappa light chain present,414764000,http://snomed.info/sct,
,,,,,Lambda light chain ,29985007,http://snomed.info/sct,
,,,,,Free lambda light chain,259812001,http://snomed.info/sct,
,,,,,Monoclonal free lambda light chain present,414765004,http://snomed.info/sct,
1614,Permintaan & Hasil,Quantitative,5764-6,Zinc (Zn) urine,,,,
1615,Permintaan & Hasil,Quantitative,1834-1,AFP,,,,
1616,Permintaan & Hasil,Quantitative,1834-1,AFP,,,,
1617,Permintaan & Hasil,Quantitative,1834-1,AFP,,,,
1618,Permintaan & Hasil,Quantitative,1834-1,AFP,,,,
1619,Permintaan & Hasil,Quantitative,19176-7,AFP,,,,
1620,Permintaan & Hasil,Quantitative,10334-1,CA 125,,,,
1621,Permintaan & Hasil,Quantitative,83082-8,CA 125,,,,
1622,Permintaan & Hasil,Quantitative,83082-8,CA 125,,,,
1623,Permintaan & Hasil,Quantitative,83082-8,CA 125,,,,
1624,Permintaan & Hasil,Quantitative,83082-8,CA 125,,,,
1625,Permintaan & Hasil,Quantitative,6875-9,CA 15-3,,,,
1626,Permintaan & Hasil,Quantitative,83083-6,CA 15-3,,,,
1627,Permintaan & Hasil,Quantitative,83083-6,CA 15-3,,,,
1628,Permintaan & Hasil,Quantitative,83083-6,CA 15-3,,,,
1629,Permintaan & Hasil,Quantitative,24108-3,CA 19-9,,,,
1630,Permintaan & Hasil,Quantitative,83084-4,Ca 19-9,,,,
1631,Permintaan & Hasil,Quantitative,83084-4,Ca 19-9,,,,
1632,Permintaan & Hasil,Quantitative,83084-4,CA 19-9,,,,
1633,Permintaan & Hasil,Quantitative,17843-4,CA 72-4,,,,
1634,Permintaan & Hasil,Quantitative,2039-6,CEA,,,,
1635,Permintaan & Hasil,Quantitative,83085-1,CEA,,,,
1636,Permintaan & Hasil,Quantitative,83085-1,CEA,,,,
1637,Permintaan & Hasil,Quantitative,83085-1,CEA,,,,
1638,Permintaan & Hasil,Quantitative,83085-1,CEA,,,,
1639,Permintaan & Hasil,Quantitative,25390-6,Cyfra 21-1,,,,
1640,Permintaan & Hasil,Quantitative,25390-6,Cyfra 21-1,,,,
1641,Permintaan & Hasil,Quantitative,25390-6,Cyfra 21-1,,,,
1642,Permintaan & Hasil,Quantitative,53764-7,Prostate Specific Antigen (PSA) panel,,,,
1643,Permintaan & Hasil,Quantitative,10886-0,Prostate Specific Antigen (PSA) bebas,,,,
1644,Permintaan & Hasil,Quantitative,83113-1,Prostate Specific Antigen (PSA) bebas,,,,
1645,Permintaan & Hasil,Quantitative,2857-1,Prostate Specific Antigen (PSA) total,,,,
1646,Permintaan & Hasil,Quantitative,83112-3,Prostate Specific Antigen (PSA) total,,,,
1647,Permintaan & Hasil,Quantitative,83112-3,Prostate Specific Antigen (PSA) total,,,,
1648,Permintaan & Hasil,Quantitative,83112-3,Prostate Specific Antigen (PSA) total,,,,
1649,Permintaan & Hasil,Quantitative,83112-3,Prostate Specific Antigen (PSA) total,,,,
1650,Hasil,Quantitative,12841-3,Rasio Prostate Specific Antigen (PSA) bebas/PSA,,,,
1651,Permintaan & Hasil,Quantitative,12776-1,Mucin-like associated (MCA),,,,
1652,Permintaan & Hasil,Quantitative,55180-4,Human Epididymis 4 (HE-4),,,,
1653,Permintaan & Hasil,Quantitative,55180-4,Human Epididymis 4 (HE-4),,,,
1654,Permintaan & Hasil,Quantitative,69569-2,ROMA Premenopause,,,,
1655,Permintaan & Hasil,Quantitative,69570-0,ROMA Postmenopause,,,,
1656,Permintaan & Hasil,Quantitative,57371-7,Neuron Specific Enolase (NSE),,,,
1657,Permintaan & Hasil,Quantitative,9679-2,Antigen Squamous Cell Carcinoma (SCC),,,,
1658,Permintaan & Hasil,Quantitative,9679-2,Antigen Squamous Cell Carcinoma (SCC),,,,
1659,Permintaan & Hasil,Quantitative,2912-4,M2 Piruvat Kinase (M2PK),,,,
1660,Permintaan & Hasil,Quantitative,2912-4,M2 Piruvat Kinase (M2PK),,,,
1661,Permintaan & Hasil,Quantitative,X099207,Fetuin A,,,,
1662,Permintaan & Hasil,Quantitative,X099208,Adrenomedullin (ADM),,,,
1663,Permintaan,,24356-8,Urine lengkap,,,,
1664,Hasil,Nominal,5778-6,Warna urine,Amber,LA25286-8,http://loinc.org,
,,,,,Black,LA4267-6,http://loinc.org,
,,,,,Blue,LA15553-3,http://loinc.org,
,,,,,Brown,LA19058-9,http://loinc.org,
,,,,,Milky white,LA25290-0,http://loinc.org,
,,,,,Green,LA15555-8,http://loinc.org,
,,,,,Orange,LA17196-9,http://loinc.org,
,,,,,Pink,LA17192-8,http://loinc.org,
,,,,,Purple,LA17194-4,http://loinc.org,
,,,,,Red,LA17193-6,http://loinc.org,
,,,,,Straw colored,LA25296-7,http://loinc.org,
,,,,,Tea colored,LA25297-5,http://loinc.org,
,,,,,"Yellow, normal",LA25298-3,http://loinc.org,
1665,Permintaan & Hasil,Nominal,50553-7,Warna urine,Amber,LA25286-8,http://loinc.org,
,,,,,Black,LA4267-6,http://loinc.org,
,,,,,Blue,LA15553-3,http://loinc.org,
,,,,,Brown,LA19058-9,http://loinc.org,
,,,,,Milky white,LA25290-0,http://loinc.org,
,,,,,Green,LA15555-8,http://loinc.org,
,,,,,Orange,LA17196-9,http://loinc.org,
,,,,,Pink,LA17192-8,http://loinc.org,
,,,,,Purple,LA17194-4,http://loinc.org,
,,,,,Red,LA17193-6,http://loinc.org,
,,,,,Straw colored,LA25296-7,http://loinc.org,
,,,,,Tea colored,LA25297-5,http://loinc.org,
,,,,,"Yellow, normal",LA25298-3,http://loinc.org,
1666,Permintaan & Hasil,Nominal,50553-7,Warna urine,Amber,LA25286-8,http://loinc.org,
,,,,,Black,LA4267-6,http://loinc.org,
,,,,,Blue,LA15553-3,http://loinc.org,
,,,,,Brown,LA19058-9,http://loinc.org,
,,,,,Milky white,LA25290-0,http://loinc.org,
,,,,,Green,LA15555-8,http://loinc.org,
,,,,,Orange,LA17196-9,http://loinc.org,
,,,,,Pink,LA17192-8,http://loinc.org,
,,,,,Purple,LA17194-4,http://loinc.org,
,,,,,Red,LA17193-6,http://loinc.org,
,,,,,Straw colored,LA25296-7,http://loinc.org,
,,,,,Tea colored,LA25297-5,http://loinc.org,
,,,,,"Yellow, normal",LA25298-3,http://loinc.org,
1667,Hasil,Nominal,32167-9,Kejernihan urine,Cloudy,LA19733-7,http://loinc.org,
